Code_Diplome;Intitulé diplôme (DEPP);Code_RNCP;Niveau fiche RNCP;Abrégé de diplôme (RNCP);Dernière MaJ;Accès à l'apprentissage de la fiche RNCP (oui/non);Date d'échéance de la fiche RNCP;Fiche ACTIVE/INACTIVE
16X31511;MANAGER EN RESSOURCES HUMAINES (FORMATIVES);RNCP28776;Niveau 7;;v1.0;oui;04/01/2024;ACTIVE
2503262Y;METIERS DE L'INFORMATIQUE : CONCEPTION, DEVELOPPEMENT ET TEST DE LOGICIELS (LP PAU);RNCP29966;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
36T23009;TECHNICIEN SUPERIEUR D'ETUDES EN OPTIMISATION ENERGETIQUE DU BATIMENT (TP);RNCP37547;Niveau 5;TP;v3.0;oui;01/03/2024;ACTIVE
25020147;SYSTEMES AUTOMATISES, RESEAUX ET INFORMATIQUE INDUSTRIELLE (LP AIX-MARSEILLE);RNCP29972;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
26532601;INTELLIGENCE ARTIFICIELLE (BACHELOR EN SCIENCES ET INGENIERIE CESI);RNCP35691;Niveau 6;Grade_Licence;v1.9;oui;31/08/2024;ACTIVE
46125401;TECHNICIEN(NE) EN SOUDAGE (CS4);RNCP38311;Niveau 4;MC4;CI-30112023;oui;31/08/2028;ACTIVE
2503261T;METIERS DE L'INFORMATIQUE : ADMINISTRATION ET SECURITE DES SYSTEMES ET DES RESEAUX (LP LYON 1);RNCP29964;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
26X32106;JOURNALISTE (ESGCV);RNCP36624;Niveau 6;;v2.7;oui;01/07/2024;ACTIVE
26C33401;MANAGER DE RESTAURANT (CCIP ECOLE GREGOIRE FERRANDI);RNCP36267;Niveau 6;DIPLOVIS;v2.4;oui;31/08/2026;ACTIVE
2503121J;COMMERCIALISATION DE PRODUITS ET SERVICES (LP BORDEAUX);RNCP29631;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
17020025;INGENIEUR DIPLOME DE L'UNIVERSITE PARIS 13, SPECIALITE ENERGETIQUE;RNCP12858;Niveau 7;Titre ingénieur;v1.0;oui;01/01/2025;ACTIVE
2463120B;RESPONSABLE COMMERCIAL ET MARKETING (CNAM);RNCP9842;Niveau 6;;v1.0;oui;21/12/2019;INACTIVE
25032002;METIERS DU NUMERIQUE : CONCEPTION, REDACTION ET REALISATION WEB (LP MARNE LA VALLEE);RNCP29971;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
56T2340A;FINISSEUR VERNISSEUR SUR BOIS (TP);RNCP1803;Niveau 3;TP;v1.0;non;;INACTIVE
2502000D;MAINTENANCE ET TECHNOLOGIE : CONTROLE INDUSTRIEL (LP LORRAINE);RNCP30089;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
13531267;MANAGEMENT ET COMMERCE INTERNATIONAL (MASTER BORDEAUX 3);RNCP35915;Niveau 7;MASTER;v2.4;oui;31/08/2026;ACTIVE
25031076;METIERS DE L'IMMOBILIER : GESTION ET DEVELOPPEMENT DE PATRIMOINE IMMOBILIER (LP LYON 3);RNCP29783;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
46T34302;OPERATEUR EN DEPOLLUTION PYROTECHNIQUE (TP);RNCP35297;Niveau 4;TP;v3.0;oui;28/04/2026;ACTIVE
16X31017;EXPERT FINANCIER ET ADMINISTRATIF (IHECF);RNCP37830;Niveau 7;;CI-09112023;oui;19/07/2028;ACTIVE
26X31024;CHARGE D'AFFAIRES, DE PROJETS INDUSTRIELS ET DEVELOPPEMENT A L'INTERNATIONAL (FONDATION LA MACHE);RNCP15036;Niveau 6;;v2.0;oui;05/08/2022;INACTIVE
20533501;SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES (LIC LMD DIJON);RNCP35973;Niveau 6;LICENCE;v2.1;oui;31/08/2026;ACTIVE
25032034;METIERS DE LA COMMUNICATION : CHARGE DE COMMUNICATION (LP ROUEN);RNCP30101;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
25033407;ORGANISATION ET GESTION DES ETABLISSEMENTS HOTELIERS ET DE RESTAURATION (LP MARNE LA VALLEE);RNCP29985;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
36X32004;ASSISTANT CHEF DE PROJETS EVENEMENTIEL (SCIENCES-U LYON);RNCP35274;Niveau 5;;v1.0;oui;10/02/2026;ACTIVE
50021307;MATELOT (CAPM);RNCP34667;Niveau 3;CAP;v2.9;oui;02/08/2024;ACTIVE
20513601;LANGUES ETRANGERES APPLIQUEES (LIC LMD CERGY);RNCP25169;Niveau 6;LICENCE;v1.0;oui;01/01/2025;ACTIVE
26R31201;RESPONSABLE DU DEVELOPPEMENT DES AFFAIRES (ADALES);RNCP34164;Niveau 6;;v1.0;oui;10/09/2024;ACTIVE
25034337;METIERS DE LA PROTECTION ET DE LA GESTION DE L'ENVIRONNEMENT (LP MONTPELLIER 3);RNCP30087;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
20511435;SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES (LIC LMD GUYANE);RNCP24518;Niveau 6;LICENCE;v1.1;oui;01/01/2025;ACTIVE
56T25206;MECANICIEN REPARATEUR EN MARINE DE PLAISANCE (TP);RNCP35179;Niveau 3;TP;v1.9;oui;27/12/2025;ACTIVE
13533122;SANTE PUBLIQUE (MASTER BORDEAUX);RNCP34291;Niveau 7;MASTER;v1.0;oui;31/08/2024;ACTIVE
13533518;SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES-STAPS (MASTER RENNES 2);NR;NR;NR;v1.0;NR;;INACTIVE
46T23101;CHEF DE CHANTIER TRAVAUX PUBLICS ROUTES ET CANALISATIONS (TP);RNCP35299;Niveau 4;TP;v1.6;oui;22/10/2024;ACTIVE
46T25401;TECHNICIEN(NE) DE CONTROLE NON DESTRUCTIF (TP);RNCP1251;Niveau 4;TP;v1.0;oui;28/02/2022;INACTIVE
36X23001;RESPONSABLE DE CHANTIER BATIMENT ET TRAVAUX PUBLICS (CESI);RNCP36397;Niveau 5;;v1.0;oui;25/04/2027;ACTIVE
25025115;METIERS DE L'INDUSTRIE : CONCEPTION DE PRODUITS INDUSTRIELS (LP LE MANS);RNCP30125;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
1351281M;DROIT PRIVE (MASTER);RNCP34123;Niveau 7;MASTER;v1.0;oui;31/08/2024;ACTIVE
46X22702;TECHNICIEN(NE) DE MAINTENANCE EN GENIE CLIMATIQUE (LYCEE MAXIMILEN PERRET - GRETA MTI);RNCP28743;Niveau 4;;v1.0;oui;05/08/2022;INACTIVE
25012811;ACTIVITES JURIDIQUES : METIERS DU DROIT PRIVE (LP);RNCP30039;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
17022706;INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE DE L'INSTITUT MINES-TELECOM SPE ENERGETIQUE;RNCP18936;Niveau 7;Titre ingénieur;v1.0;oui;01/01/2025;ACTIVE
32022318;CONCEPTION DES PROCESSUS DE REALISATION DE PRODUITS OPTION A PRODUCTION UNITAIRE (BTS);RNCP37464;Niveau 5;BTS;CI-09112023;oui;31/08/2027;ACTIVE
2503122S;COMMERCE ET DISTRIBUTION (LP NANTES);RNCP29740;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
13531330;FINANCE (MASTER GRENOBLE ALPES);RNCP35913;Niveau 7;MASTER;v2.1;oui;31/08/2026;ACTIVE
26X31309;GESTIONNAIRE D'ACTIFS ET DE PATRIMOINES IMMOBILIERS (SCIENCES-U LILLE LYON ET PARIS);RNCP37838;Niveau 6;;CI-09112023;oui;19/07/2026;ACTIVE
56T24301;PIQUEUR EN MAROQUINERIE (TP);RNCP17031;Niveau 3;TP;v1.0;oui;09/06/2023;INACTIVE
25032037;METIERS DU NUMERIQUE : CONCEPTION, REDACTION ET REALISATION WEB (LP PERPIGNAN);RNCP29971;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
25022250;INDUSTRIES PHARMACEUTIQUES, COSMETOLOGIQUES ET DE SANTE : GESTION, PRODUCTION ET VALORISATION (LP CAEN);RNCP30075;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
2502002R;METIERS DE L'INDUSTRIE : GESTION DE LA PRODUCTION INDUSTRIELLE (LP BORDEAUX);RNCP30128;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
25025019;MAINTENANCE ET TECHNOLOGIE : SYSTEMES PLURITECHNIQUES (LP LE MANS);RNCP30092;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
16X20009;MANAGER DE LA PERFORMANCE DE LA SUPPLY-CHAIN (ESTIA);RNCP36081;Niveau 7;;v2.4;oui;15/12/2023;INACTIVE
25131206;TECHNIQUES DE COMMERCIALISATION : STRATEGIE DE MARQUE ET EVENEMENTIEL (BUT);RNCP35358;Niveau 6;BUT;v1.7;oui;31/08/2026;ACTIVE
56033103;AUXILIAIRE DE PUERICULTURE (DIPLOME D'ETAT);RNCP35832;Niveau 4;DE;v2.0;oui;01/09/2025;ACTIVE
25032029;METIERS DE LA COMMUNICATION : CHARGE DE COMMUNICATION (LP LA REUNION);RNCP30101;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
42032305;BREVET ARTISTIQUE DES TECHNIQUES DU CIRQUE (DIPLOME);RNCP23909;Niveau 4;Autre;v1.0;oui;01/01/2025;ACTIVE
50032222;METIERS DE LA GRAVURE OPTION C : GRAVURE EN MODELE (CAP);RNCP622;Niveau 3;CAP;v1.0;oui;01/01/2025;ACTIVE
13531358;FINANCE (MASTER STRASBOURG);RNCP35913;Niveau 7;MASTER;v2.1;oui;31/08/2026;ACTIVE
42024210;TECHNICIEN DES METIERS DU SPECTACLE OPTION TECHNIQUES DE L'HABILLAGE (DIPLOME);RNCP1136;Niveau 4;Autre;v1.0;oui;01/01/2025;ACTIVE
32033423;MANAGEMENT EN HOTELLERIE-RESTAURATION OPTION A MANAGEMENT D'UNITE DE RESTAURATION (BTS);RNCP37889;Niveau 5;BTS;CI-09112023;oui;31/08/2028;ACTIVE
1703260Q;INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE D'INFORMATIQUE ET DE MATHEMATIQUES APPLIQUEES DE L'INSTITUT POLYTECHNIQUE DE GRENOBLE;RNCP12735;Niveau 7;Titre ingénieur;v1.0;oui;01/01/2025;ACTIVE
13532632;INGENIERIE DES SYTEMES COMPLEXES (MASTER PARIS 12);RNCP34026;Niveau 7;MASTER;v1.0;oui;31/08/2024;ACTIVE
46T23302;PEINTRE DECORATEUR (TP);RNCP37476;Niveau 4;TP;v1.0;oui;01/08/2024;ACTIVE
50023320;SOLIER-MOQUETTISTE (CAP);RNCP35196;Niveau 3;CAP;v1.6;oui;31/08/2024;ACTIVE
23633502;DIPLOME D'ETAT SUPERIEUR DE LA JEUNESSE, DE L'EDUCATION POPULAIRE ET DU SPORT SPE PERFORMANCE SPORTIVE (DES JEPS);RNCP36040;Niveau 6;DESJEPS;v2.2;oui;31/12/2026;ACTIVE
1353261R;TRAITEMENT DU SIGNAL ET DES IMAGES (MASTER);RNCP23347;Niveau 7;MASTER;v1.8;oui;01/01/2025;ACTIVE
36X32206;CONCEPTEUR GRAPHIQUE (ECOLE PRESQU'ILE);RNCP34685;Niveau 5;;v2.3;oui;29/06/2023;INACTIVE
50022714;INSTALLATEUR EN FROID ET CONDITIONNEMENT D'AIR (CAP);RNCP31334;Niveau 3;CAP;v1.0;oui;01/01/2025;ACTIVE
50023443;CONDUCTEUR-OPERATEUR DE SCIERIE (CAP);RNCP37304;Niveau 3;CAP;v2.9;oui;31/08/2028;ACTIVE
25033507;ANIMATION, GESTION ET ORGANISATION DES ACTIVITES PHYSIQUES ET SPORTIVES (LP POITIERS);RNCP35947;Niveau 6;Licence Professionnelle;v2.1;oui;31/08/2026;ACTIVE
20512801;ADMINISTRATION ECONOMIQUE ET SOCIALE (LIC LMD POITIERS);RNCP35923;Niveau 6;LICENCE;v2.1;oui;31/08/2026;ACTIVE
50023217;MACON (CAP);RNCP35715;Niveau 3;CAP;v1.9;oui;31/08/2026;ACTIVE
46T25507;CHARGE DE TRAVAUX EN RESEAUX ELECTRIQUES AERIENS ET SOUTERRAINS (TP);RNCP35825;Niveau 4;TP;v2.1;oui;20/11/2026;ACTIVE
50023221;MARBRIER DU BATIMENT ET DE LA DECORATION (CAP);RNCP16128;Niveau 3;CAP;v1.0;oui;01/01/2025;ACTIVE
16X31013;EXPERT EN INTELLIGENCE ECONOMIQUE (ESLSCA);RNCP34803;Niveau 7;;v1.3;oui;23/07/2025;ACTIVE
32124101;TEXTILES ET CERAMIQUES OPTION : ARTS TEXTILES (DMA);RNCP840;Niveau 5;DMA;v1.0;oui;01/01/2025;ACTIVE
25033212;METIERS DE L'ANIMATION SOCIALE SOCIO-EDUCATIVE ET SOCIOCULTURELLE (LP NICE);RNCP30116;Niveau 6;Licence Professionnelle;v1.1;oui;01/01/2025;ACTIVE
32023109;GEOLOGIE APPLIQUEE (BTS);RNCP35337;Niveau 5;BTS;v1.6;oui;01/01/2024;ACTIVE
26X31236;CHARGE DE GESTION COMMERCIALE (FORMATIVES);RNCP34465;Niveau 6;;v1.2;oui;02/03/2025;ACTIVE
45022202;CONDUCTEUR D'APPAREILS DES INDUSTRIES CHIMIQUES (BP);RNCP418;Niveau 4;BP;v1.0;oui;01/01/2025;ACTIVE
32020114;METIERS DE L'EAU (BTS);RNCP37964;Niveau 5;BTS;CI-09112023;oui;31/08/2028;ACTIVE
1702010S;INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DE PHYSIQUE, ELECTRONIQUE, MATERIAUX DE L'INSTITUT POLYTECHNIQUE DE GRENOBLE, SPECIALITE MICROELECTRONIQUE ET TELECOMMUNICATIONS;RNCP37840;Niveau 7;Titre ingénieur;CI-09112023;oui;31/08/2025;ACTIVE
25022160;METIERS DE LA SANTE : NUTRITION, ALIMENTATION (LP);RNCP30113;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
13531431;CONTROLE DE GESTION ET AUDIT ORGANISATIONNEL (MASTER ORLEANS);RNCP35918;Niveau 7;MASTER;v2.1;oui;31/08/2026;ACTIVE
17011202;INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DE TECHNOLOGIE DES BIOMOLECULES DE BORDEAUX DE L'INSTITUT POLYTECHNIQUE DE BORDEAUX;RNCP36430;Niveau 7;Titre ingénieur;v2.6;oui;31/08/2026;ACTIVE
15531003;DIPLOME GRADE MASTER DE PARIS DAUPHINE : MANAGEMENT GENERAL;RNCP27422;Niveau 7;DGE_GM;v1.0;oui;31/08/2019;INACTIVE
13512885;DROIT, ECONOMIE, GESTION : DROIT DES AFFAIRES (MASTER SAINT ETIENNE);RNCP34127;Niveau 7;MASTER;v1.0;oui;31/08/2024;ACTIVE
13511204;CHIMIE MOLECULAIRE (MASTER COMUE COTE D'AZUR);RNCP32150;Niveau 7;MASTER;v1.0;oui;01/01/2025;ACTIVE
13534008;ADMINISTRATION PUBLIQUE (MASTER MONTPELLIER);RNCP34130;Niveau 7;MASTER;v1.0;oui;31/08/2024;ACTIVE
50022430;SOUFFLEUR DE VERRE OPTION VERRERIE SCIENTIFIQUE (CAP);RNCP6603;Niveau 3;CAP;v1.0;oui;01/01/2025;ACTIVE
46125402;TECHNICIEN(NE) EN TUYAUTERIE (CS4);RNCP38312;Niveau 4;MC4;CI-30112023;oui;31/10/2027;ACTIVE
32123006;DECOR ARCHITECTURAL OPTION D : DOMAINE DES MATERIAUX DE SYNTHESE (DMA);RNCP844;Niveau 5;DMA;v1.0;oui;01/01/2025;ACTIVE
36X23002;DESSINATEUR EN BATIMENT ARCHITECTURE (EDAIC);RNCP36875;Niveau 5;;v2.8;oui;29/09/2024;ACTIVE
25033452;METIERS DES ARTS CULINAIRES ET DES ARTS DE LA TABLE (LP);RNCP29978;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
1353261P;MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES HUMAINES ET SOCIALES - MIASHS (MASTER);RNCP34220;Niveau 7;MASTER;v1.0;oui;31/08/2024;ACTIVE
17022502;INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE MINES-TELECOM LILLE DOUAI DE L'INSTITUT MINES-TELECOM, SPECIALITE PLASTURGIE ET MATERIAUX COMPOSITES;RNCP35817;Niveau 7;Titre ingénieur;v2.1;oui;31/08/2024;ACTIVE
50023005;MONTEUR DE STRUCTURES MOBILES (CAP);RNCP37942;Niveau 3;CAP;CI-09112023;oui;31/08/2026;ACTIVE
40032304;PHOTOGRAPHIE (BAC PRO);RNCP37233;Niveau 4;BAC PRO;v2.9;oui;31/08/2027;ACTIVE
25020042;QUALITE, HYGIENE, SECURITE, SANTE, ENVIRONNEMENT (LP AMIENS);RNCP30098;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
16X32028;EXPERT EN CONCEPTION NUMERIQUE, ANIMATION 3D ET EFFETS SPECIAUX (ISART DIGITAL);RNCP36132;Niveau 7;;v2.5;oui;26/01/2025;ACTIVE
40023404;TECHNICIEN CONSTRUCTEUR BOIS (BAC PRO);RNCP37916;Niveau 4;BAC PRO;CI-09112023;oui;31/08/2026;ACTIVE
13531550;GESTION DES RESSOURCES HUMAINES (MASTER);RNCP35912;Niveau 7;MASTER;v2.1;oui;31/08/2026;ACTIVE
17032621;INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE MINES-TELECOM ATLANTIQUE BRETAGNE PAYS DE LA LOIRE DE L'INSTITUT MINES-TELECOM SPECIALITE RESEAUX ET TELECOMMUNICATION;RNCP16666;Niveau 7;Titre ingénieur;v1.2;oui;01/01/2025;ACTIVE
26033401;DIPLOME EN MANAGEMENT DU TOURISME ET DE L'HOTELLERIE D'EXCELIA GROUP;RNCP36321;Niveau 6;DIPLOVIS;v2.0;oui;31/08/2025;ACTIVE
25031379;ASSURANCE, BANQUE, FINANCE : CHARGE DE CLIENTELE (LP CHAMBERY);RNCP30181;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
17021003;INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE D'AGRONOMIQUE DE TOULOUSE, DE L'INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE (ENSAT);RNCP37297;Niveau 7;Titre ingénieur;v2.9;oui;31/08/2025;ACTIVE
46125403;TECHNICIEN(NE) EN CHAUDRONNERIE AERONAUTIQUE ET SPATIALE (CS4);RNCP38224;Niveau 4;MC4;CI-30112023;oui;30/09/2028;ACTIVE
45023314;METIERS DU PLATRE ET DE L'ISOLATION (BP);RNCP38309;Niveau 4;BP;CI-30112023;oui;31/12/2028;ACTIVE
32132301;CIRQUE (DMA);RNCP838;Niveau 5;DMA;v1.6;oui;01/01/2025;ACTIVE
45033607;ESTHETIQUE COSMETIQUE PARFUMERIE (BP);RNCP34671;Niveau 4;BP;v1.3;oui;31/08/2024;ACTIVE
26X32610;ADMINISTRATEUR(TRICE) DE SYSTEMES D'INFORMATION (IP-FORMATION);RNCP34206;Niveau 6;;v1.0;oui;10/09/2024;ACTIVE
17020044;INGENIEUR DIPLOME DE L'ECAM-EPMI;RNCP16044;Niveau 7;Titre ingénieur;v1.6;non;01/01/2025;ACTIVE
35031201;TECHNIQUES DE COMMERCIALISATION  (DUT);RNCP2927;Niveau 5;DUT;v1.0;oui;01/01/2024;ACTIVE
36X25203;PREPARATEUR DEVELOPPEUR DE VEHICULES DE COMPETITION (ECOLE DE LA PERFORMANCE);RNCP34401;Niveau 5;;v2.4;oui;27/01/2025;ACTIVE
1353100Y;CONTROLE DE GESTION ET AUDIT ORGANISATIONNEL (MASTER EVRY);RNCP35918;Niveau 7;MASTER;v2.1;oui;31/08/2026;ACTIVE
13534105;URBANISME ET AMENAGEMENT (MASTER MARNE LA VALLEE);RNCP31470;Niveau 7;MASTER;v1.0;oui;01/01/2025;ACTIVE
36033207;EDUCATEUR DE JEUNES ENFANTS (DIPLOME D'ETAT);RNCP37679;Niveau 6;DE;v1.3;oui;31/08/2026;ACTIVE
13531092;MANAGEMENT DE L'INNOVATION (MASTER GRENOBLE ALPES);RNCP35910;Niveau 7;MASTER;v2.1;oui;31/08/2026;ACTIVE
26531201;DIPLOME SUPERIEUR DE MANAGEMENT INTERNATIONAL (EX : INBA) DE SCBS;RNCP35999;Niveau 6;DipViGrL;v2.5;oui;31/08/2025;ACTIVE
25020148;SYSTEMES AUTOMATISES, RESEAUX ET INFORMATIQUE INDUSTRIELLE (LP TOULOUSE 3);RNCP29972;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
17022704;INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE ROUEN, SPECIALITE GENIE ENERGETIQUE;RNCP21923;Niveau 7;Titre ingénieur;v1.0;oui;01/01/2025;ACTIVE
13522220;SCIENCES DU MEDICAMENT (MASTER PARIS SACLAY);RNCP34442;Niveau 7;MASTER;v1.0;oui;31/08/2024;ACTIVE
2502001N;QUALITE, HYGIENE, SECURITE, SANTE, ENVIRONNEMENT (LP BODEAUX);RNCP30098;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
16X20006;MANAGER DE PROJET D'INNOVATION (ITECH-LYON);RNCP32124;Niveau 7;;v1.6;oui;04/01/2024;ACTIVE
2502000H;METIERS DE L'INDUSTRIE : CONCEPTION ET AMELIORATION DE PROCESSUS ET PROCEDES INDUSTRIELS (LP BORDEAUX);RNCP30126;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
32022002;TECHNIQUES PHYSIQUES POUR L'INDUSTRIE ET LE LABORATOIRE (BTS);RNCP35803;Niveau 5;BTS;v2.0;oui;31/08/2026;ACTIVE
16X32024;CONCEPTEUR REALISATEUR GAME EN ART (NEW 3D GENERAL EDUCATION);RNCP30731;Niveau 7;;v1.3;non;24/05/2021;INACTIVE
1351281P;DROIT SOCIAL (MASTER);RNCP38160;Niveau 7;MASTER;CI-27112023;oui;31/12/2028;ACTIVE
1353102A;COMMUNICATION DES ORGANISATIONS (MASTER POITIERS);RNCP32276;Niveau 7;MASTER;v1.0;oui;01/01/2024;ACTIVE
46125404;TECHNICIEN(NE) EN PEINTURE AERONAUTIQUE (CS4);RNCP37923;Niveau 4;MC4;CI-30112023;oui;31/08/2028;ACTIVE
20533507;SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES (LIC LMD PARIS 11);RNCP35946;Niveau 6;LICENCE;v2.1;oui;31/08/2026;ACTIVE
26532605;SECURITE DU NUMERIQUE (BACHELOR EN SCIENCES ET INGENIERIE EPITA);RNCP37708;Niveau 6;Grade_Licence;CI-09112023;oui;31/08/2025;ACTIVE
26X33502;RESPONSABLE MARKETING ET EVENEMENTIEL SPORT (CQFD - AMOS);RNCP34317;Niveau 6;;v1.3;oui;18/11/2024;ACTIVE
25025107;METIERS DE L'INDUSTRIE : CONCEPTION ET PROCESSUS DE MISE EN FORME DES MATERIAUX (LP STRASBOURG);RNCP30127;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
25033450;ORGANISATION ET GESTION DES ETABLISSEMENTS HOTELIERS ET DE RESTAURATION (LP);RNCP29985;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
36321204;AUTOMATISME ET GESTION TECHNICO-ECONOMIQUE INFORMATISEE EN ELEVAGE LAITIER (CSA);NR;NR;NR;v2.0;NR;;INACTIVE
26031202;DIPLOME DE L'ECOLE DES PRATICIENS DU COMMERCE INTERNATIONAL DE CERGY;RNCP24575;Niveau 6;DIPLOVIS;v1.0;oui;31/08/2017;INACTIVE
32023013;MANAGEMENT ECONOMIQUE DE LA CONSTRUCTION  (BTS);RNCP35802;Niveau 5;BTS;v2.1;oui;31/08/2026;ACTIVE
16X33401;MANAGER DES HEBERGEMENTS TOURISTIQUES (ESGCV - MBA ESG);RNCP34056;Niveau 7;;v1.7;oui;05/07/2024;ACTIVE
25011817;BIO-INDUSTRIES ET BIOTECHNOLOGIES (LP BREST);RNCP30047;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
50023120;CONSTRUCTEUR DE ROUTES ET D'AMENAGEMENTS URBAINS (CAP);RNCP35888;Niveau 3;CAP;v2.1;oui;31/08/2026;ACTIVE
44633509;SPECIALITE SPORT AUTOMOBILE (BP JEPS);RNCP35902;Niveau 4;BPJEPS;v2.1;oui;01/10/2026;ACTIVE
16X11001;MANAGER DE BIOBANQUES (UCLY);RNCP36226;Niveau 7;;CI-09112023;oui;25/02/2027;ACTIVE
1353101B;MANAGEMENT PUBLIC (MASTER);RNCP35914;Niveau 7;MASTER;v2.1;oui;31/08/2026;ACTIVE
32032611;SERVICES INFORMATIQUES AUX ORGANISATIONS OPTION B SOLUTIONS LOGICIELLES ET APPLICATIONS METIERS (BTS);RNCP35340;Niveau 5;BTS;v2.1;oui;31/08/2025;ACTIVE
24622701;RESPONSABLE CONCEPTION EN INSTALLATIONS FRIGORIFIQUES ET CLIMATIQUES (CNAM);RNCP35152;Niveau 6;;v1.0;oui;16/12/2025;ACTIVE
16X31322;EXPERT EN GESTION D'ACTIFS MOBILIERS ET IMMOBILIERS (MS KEDGE BUSINESS SCHOOL);RNCP36211;Niveau 7;;v2.4;oui;24/02/2027;ACTIVE
25020062;METIERS DU DESIGN (LP CHAMBERY);RNCP30148;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
25011804;BIO-INDUSTRIES ET BIOTECHNOLOGIES (LP LYON 1);RNCP30047;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
26520102;TRANSFORMATION NUMERIQUE DES ENTREPRISES (BACHELOR EN SCIENCES ET INGENIERIE ISEP);RNCP37572;Niveau 6;Grade_Licence;CI-09112023;oui;31/08/2026;ACTIVE
13520011;GENIE INDUSTRIEL (MASTER AMIENS);RNCP34113;Niveau 7;MASTER;v1.0;oui;31/08/2024;ACTIVE
32025520;ELECTROTECHNIQUE (BTS);RNCP35346;Niveau 5;BTS;v1.6;oui;31/08/2025;ACTIVE
40031209;POISSONNIER-ECAILLER-TRAITEUR (BAC PRO);RNCP37927;Niveau 4;BAC PRO;CI-09112023;oui;31/08/2028;ACTIVE
25131001;GESTION ADMINISTRATIVE ET COMMERCIALE DES ORGANISATIONS : MANAGEMENT DES ACTIVITES CULTURELLES, ARTISTIQUES, SPORTIVES ET DE TOURISME (BUT);RNCP35389;Niveau 6;BUT;v1.7;oui;31/08/2026;ACTIVE
40022106;CUISINE (BAC PRO);RNCP37910;Niveau 4;BAC PRO;CI-09112023;oui;31/08/2028;ACTIVE
25131103;QUALITE, LOGISTIQUE INDUSTRIELLE ET ORGANISATION : PILOTAGE DE LA CHAINE LOGISTIQUE GLOBALE (BUT);RNCP35351;Niveau 6;BUT;v1.7;oui;31/08/2026;ACTIVE
25031053;METIERS DE L'ENTREPRENEURIAT (LP LORRAINE);RNCP30122;Niveau 6;Licence Professionnelle;v1.0;oui;01/01/2025;ACTIVE
